text,drug1,drug2,ddi,ddi_type
other drugs which may enhance the neuromuscular blocking action of drug0 such as drug0 include certain drug0 ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  and drug0 )  drug0 salts  drug0  local drug0  drug1  and drug2 .,procainamide,quinidine,FALSE,none
the neuromuscular blocking effect of drug1 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug2  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug0 .,mivacron,contraceptives,TRUE,effect
the neuromuscular blocking effect of drug1 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug2  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug0 .,mivacron,glucocorticoids,TRUE,effect
the neuromuscular blocking effect of drug1 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug2 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug0 .,mivacron,monoamine oxidase inhibitors,TRUE,effect
the neuromuscular blocking effect of drug1 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug2 has been demonstrated in patients chronically administered drug0 or drug0 .,mivacron,neuromuscular blocking agents,FALSE,none
the neuromuscular blocking effect of drug1 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug2 or drug0 .,mivacron,phenytoin,FALSE,none
the neuromuscular blocking effect of drug1 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug2 .,mivacron,carbamazepine,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug1  drug0  or certain drug2 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug0 .,contraceptives,monoamine oxidase inhibitors,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug1  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug2 has been demonstrated in patients chronically administered drug0 or drug0 .,contraceptives,neuromuscular blocking agents,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug1  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug2 or drug0 .,contraceptives,phenytoin,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug1  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug2 .,contraceptives,carbamazepine,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug1  or certain drug2 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug0 .,glucocorticoids,monoamine oxidase inhibitors,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug1  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug2 has been demonstrated in patients chronically administered drug0 or drug0 .,glucocorticoids,neuromuscular blocking agents,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug1  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug2 or drug0 .,glucocorticoids,phenytoin,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug1  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug2 .,glucocorticoids,carbamazepine,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug1 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug2 has been demonstrated in patients chronically administered drug0 or drug0 .,monoamine oxidase inhibitors,neuromuscular blocking agents,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug1 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug2 or drug0 .,monoamine oxidase inhibitors,phenytoin,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug1 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug0 or drug2 .,monoamine oxidase inhibitors,carbamazepine,FALSE,none
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug1 has been demonstrated in patients chronically administered drug2 or drug0 .,neuromuscular blocking agents,phenytoin,TRUE,effect
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug1 has been demonstrated in patients chronically administered drug0 or drug2 .,neuromuscular blocking agents,carbamazepine,TRUE,effect
the neuromuscular blocking effect of drug0 may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g.  chronically administered oral drug0  drug0  or certain drug0 ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing drug0 has been demonstrated in patients chronically administered drug1 or drug2 .,phenytoin,carbamazepine,FALSE,none
while the effects of chronic drug1 or drug2 therapy on the action of drug0 are unknown  slightly shorter durations of neuromuscular block may be anticipated and infusion rate requirements may be higher .,phenytoin,carbamazepine,FALSE,none
while the effects of chronic drug1 or drug0 therapy on the action of drug2 are unknown  slightly shorter durations of neuromuscular block may be anticipated and infusion rate requirements may be higher .,phenytoin,mivacron,TRUE,effect
while the effects of chronic drug0 or drug1 therapy on the action of drug2 are unknown  slightly shorter durations of neuromuscular block may be anticipated and infusion rate requirements may be higher .,carbamazepine,mivacron,TRUE,effect
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug2 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,phenytoin,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug2 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,carbamazepine,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug2 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,antibiotics,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug2 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,cisplatin,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug2 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,edrophonium,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug2 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,neostigmine,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,corticosteroids,procaine,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,corticosteroids,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug1 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,corticosteroids,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug2 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,carbamazepine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug2 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,antibiotics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug2 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,cisplatin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug2 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,edrophonium,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug2 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,neostigmine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,phenytoin,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,phenytoin,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug1 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,phenytoin,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug2 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,antibiotics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug2 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,cisplatin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug2 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,edrophonium,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug2 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,neostigmine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,carbamazepine,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,carbamazepine,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug1 - certain drug0 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,carbamazepine,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug2 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,cisplatin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug2 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,edrophonium,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug2 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,neostigmine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,antibiotics,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,antibiotics,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug1 given by injection - drug0 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,antibiotics,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug2 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,edrophonium,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug2 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,neostigmine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,cisplatin,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,cisplatin,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug1 - drug0 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,cisplatin,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug2 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,edrophonium,neostigmine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,edrophonium,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,edrophonium,bacitracin,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,edrophonium,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug0 or drug0 - local drug0 such as drug2 - general drug0 - drug0 or other muscle relaxants,edrophonium,procaine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug0 or drug0 - local drug2 such as drug0 - general drug0 - drug0 or other muscle relaxants,edrophonium,anesthetics,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug2 or other muscle relaxants,edrophonium,succinylcholine,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug1 - drug0 - drug0 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,edrophonium,muscle relaxants,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug2 or drug0 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,neostigmine,polymyxin b,FALSE,none
some drug interactions are : - birth control pills - drug0 - medicines for angina or hidrug0 blood pressure - medicines for pain - medicines to control seizures such as drug0 or drug0 - certain drug0 given by injection - drug0 - drug0 - drug1 - drug0 or drug2 - local drug0 such as drug0 - general drug0 - drug0 or other muscle relaxants,neostigmine,bacitracin,FALSE,none
